koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
FALSE POSITIVE,8.8111022,5.0683,401.1,63.66,3.8,2.404,904.92,1399,12.759,76.8,294.46088,38.383461,Kepler,
CONFIRMED,23.58917143,5.073,1200.7,3.16,4.566,0.721,13.34,487,15.316,53.3,297.46002,42.83992,Kepler,
CONFIRMED,6.481633073,3.784,298.5,2.54,4.213,1.302,406.25,1145,12.365,125.6,290.39273,40.28487,Kepler,
CONFIRMED,10.37168928,3.035,1254.9,3.2,4.457,0.888,63.68,720,15.193,64.5,290.39322,43.363899,Kepler,
CONFIRMED,3.96996298,1.1757,299.2,1.78,4.457,0.888,229.37,992,15.193,15,290.39322,43.363899,Kepler,
CONFIRMED,4.40841331,5.012,549.4,2.66,4.457,0.961,398,1139,15.662,45.1,292.96555,43.34639,Kepler,
FALSE POSITIVE,7.9426176,6.703,1590.7,4.68,4.521,0.926,140.57,878,15.26,60.4,299.00143,43.399632,Kepler,
CONFIRMED,226.8904775,7.558,3136.4,4.53,4.585,0.75,0.73,236,15.859,46.8,294.90973,42.935261,Kepler,
FALSE POSITIVE,1.956811408,2.1958,24905,21.58,4.657,0.603,357.16,1109,15.533,125.4,295.83536,42.943062,Kepler,
CANDIDATE,2.688899233,2.11275,37492,12.04,4.667,0.639,175.76,929,15.766,1011.6,296.68307,42.967869,Kepler,
CONFIRMED,9.439459486,2.8979,3036.1,4.16,4.597,0.779,52.32,686,15.067,175.2,288.64252,43.039291,Kepler,
CONFIRMED,11.52306746,3.8757,507.3,3.13,4.162,1.411,174.81,927,12.346,142,284.48245,44.398041,Kepler,
CONFIRMED,20.47748843,2.8364,1382.4,2.92,4.597,0.779,18.65,530,15.067,52.7,288.64252,43.039291,Kepler,
CONFIRMED,3.336123113,1.9616,516.3,1.74,4.597,0.779,209.79,970,15.067,41.6,288.64252,43.039291,Kepler,
CONFIRMED,8.01078456,2.312,1333.6,1.72,4.779,0.47,9.9,453,15.847,48.5,294.77393,43.056301,Kepler,
CONFIRMED,12.07134205,4.3224,759.2,1.29,4.779,0.47,5.74,395,15.847,31,294.77393,43.056301,Kepler,
CONFIRMED,20.99587872,2.6333,767.3,1.3,4.779,0.47,2.74,328,15.847,18.2,294.77393,43.056301,Kepler,
CONFIRMED,7.41113177,2.5242,620.5,2.45,4.517,0.919,158.11,905,15.031,50.4,295.65149,43.029831,Kepler,
FALSE POSITIVE,1.000747038,0.9967,1823.5,4.14,4.499,0.79,1635.2,1620,15.419,147.4,297.97513,43.164909,Kepler,
CONFIRMED,8.884922995,2.07004,16053,10.51,4.5,0.843,83.21,770,15.264,388.2,291.1376,36.577381,Kepler,
CONFIRMED,8.09888906,4.20241,6911.1,8.95,4.442,1.076,223.19,986,15.261,435.9,282.69952,43.272739,Kepler,
CONFIRMED,10.00653012,5.344,936.1,3.52,4.47,1.001,139.21,876,15.063,71.9,283.63077,43.379398,Kepler,
CONFIRMED,17.85522168,7.41287,9065.2,13.16,4.308,1.367,163.04,911,11.353,915.7,297.45374,41.01099,Kepler,
CANDIDATE,12.73262407,2.2083,6465.7,4.87,4.721,0.541,8.22,432,15.75,210.5,285.16748,43.876339,Kepler,
CANDIDATE,83.92494032,6.7904,7958.7,4.78,4.746,0.509,0.62,226,15.754,182.1,287.85239,43.897991,Kepler,
CONFIRMED,5.007316661,4.2362,6932.3,6.96,4.563,0.827,234.28,998,15.813,431.4,295.53613,43.884449,Kepler,
CONFIRMED,2.211116989,1.6485,724.2,1.85,4.656,0.646,177.19,931,15.791,42.6,285.16833,44.026459,Kepler,
CONFIRMED,27.9541337,3.95,942.5,1.9,4.656,0.646,6.04,400,15.791,25.4,285.16833,44.026459,Kepler,
CONFIRMED,12.69104387,3.7727,252.1,2.57,4.024,1.626,244.3,1008,12.935,60.2,292.92914,48.60281,Kepler,
FALSE POSITIVE,4.409409243,3.8636,12861,10.95,4.368,0.975,347.06,1101,15.403,85.8,296.41019,43.455391,Kepler,
CONFIRMED,16.23947096,4.0374,2590.7,4.14,4.564,0.837,30.14,598,15.258,123.8,293.0614,43.58136,Kepler,
CONFIRMED,6.308201629,2.9785,1328.5,2.96,4.564,0.837,106.44,819,15.258,86.2,293.0614,43.58136,Kepler,
CONFIRMED,2.052349884,2.0778,14281,13.12,4.393,1.08,1183.18,1497,15.257,1072.1,299.56189,43.503559,Kepler,
CONFIRMED,9.7704486,2.4517,1897.8,2.23,4.73,0.509,10.59,460,15.777,58,282.23251,43.66563,Kepler,
CONFIRMED,5.169804269,2.153,1037.4,1.66,4.73,0.509,24.75,569,15.777,41.4,282.23251,43.66563,Kepler,
CONFIRMED,21.22261195,6.5093,366,2.48,4.213,1.302,83.56,771,12.365,114.9,290.39273,40.28487,Kepler,
CONFIRMED,20.09017037,4.154,1432.1,2.25,4.73,0.509,4.05,362,15.777,36.9,282.23251,43.66563,Kepler,
CONFIRMED,7.11373257,2.1764,807.6,1.16,4.855,0.411,8.01,429,15.234,44.4,296.98505,43.65852,Kepler,
CONFIRMED,3.306551643,1.8177,509.2,0.91,4.855,0.411,22.19,554,15.234,37.8,296.98505,43.65852,Kepler,
CONFIRMED,15.36845737,2.4714,756.1,1.11,4.855,0.411,2.86,332,15.234,30.9,296.98505,43.65852,Kepler,
CONFIRMED,13.81020318,3.048,1309.7,4.56,4.327,1.142,113.75,833,15.425,46.2,281.96063,43.70311,Kepler,
CONFIRMED,4.093578461,2.5833,538.6,2.85,4.471,0.999,461.07,1182,15.399,36.4,290.26328,44.55645,Kepler,
CONFIRMED,105.145959,8.593,685.4,3.43,4.471,0.999,6.09,401,15.399,15.4,290.26328,44.55645,Kepler,
CONFIRMED,10.8484518,2.9993,1675.6,2.34,4.682,0.591,14.66,499,15.058,64.5,295.57935,44.545959,Kepler,
CONFIRMED,6.66833241,1.915,362.3,1.18,4.682,0.591,28.06,587,15.058,14.2,295.57935,44.545959,Kepler,
CONFIRMED,4.082274889,3.23015,17859,10.55,4.581,0.794,251.48,1016,15.198,1669.1,284.83047,44.658138,Kepler,
CANDIDATE,3.886655224,3.1646,581.6,1.87,4.61,0.738,246.29,1010,15.371,48.1,288.72665,44.60751,Kepler,
CONFIRMED,42.1406089,5.083,895.5,1.85,4.656,0.646,3.49,349,15.791,21.6,285.16833,44.026459,Kepler,
CONFIRMED,4.617490562,2.2618,575.8,1.62,4.656,0.646,66.47,728,15.791,28.1,285.16833,44.026459,Kepler,
CONFIRMED,10.19849255,2.4283,634.1,1.75,4.656,0.646,23.11,559,15.791,21.4,285.16833,44.026459,Kepler,
FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,4.563,0.827,192.74,950,15.289,119.4,296.50754,44.036072,Kepler,
CONFIRMED,7.15681552,2.5882,867,2.47,4.494,0.838,88.23,782,15.46,47.7,289.59476,44.141949,Kepler,
CONFIRMED,17.64830851,2.0873,763.3,2.43,4.494,0.838,26.49,579,15.46,23.8,289.59476,44.141949,Kepler,
CONFIRMED,4.14810719,2.535,175.2,1.08,4.494,0.838,182.76,938,15.46,12.9,289.59476,44.141949,Kepler,
CONFIRMED,16.51410989,4.1575,973.5,2.72,4.488,0.866,43.57,655,15.223,55.9,296.56622,44.105862,Kepler,
CONFIRMED,30.1329298,5.172,1015.8,3.14,4.488,0.866,19.55,536,15.223,44.8,296.56622,44.105862,Kepler,
CONFIRMED,4.79090809,2.603,251.3,1.36,4.488,0.866,227.24,990,15.223,21.2,296.56622,44.105862,Kepler,
CONFIRMED,31.71981013,4.819,363.4,3.09,4.024,1.626,71.97,743,12.935,63.1,292.92914,48.60281,Kepler,
CONFIRMED,99.6415962,4.448,952.5,2.64,4.488,0.866,3.97,360,15.223,22.7,296.56622,44.105862,Kepler,
CONFIRMED,4.708326451,3.16114,7912.7,10.6,4.246,1.21,431.02,1162,15.113,633.4,298.63565,44.17094,Kepler,
FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,4.656,0.592,8.71,438,15.654,54.5,298.67862,44.175499,Kepler,
CONFIRMED,5.392026903,2.9804,1151.4,2.68,4.589,0.801,123.33,850,15.651,77.4,284.43051,44.48053,Kepler,
CANDIDATE,2.494170338,1.1221,863.7,2.42,4.566,0.829,480.19,1194,15.251,69.2,284.75943,45.599129,Kepler,
CONFIRMED,6.491682808,4.301,7163.3,9.66,4.413,1.107,301.54,1062,15.649,502.3,285.55481,45.578861,Kepler,
FALSE POSITIVE,3.044770796,10.0134,1695,24.54,4.603,0.753,317.36,1076,15.621,203.5,293.68494,45.51683,Kepler,
CONFIRMED,3.855603916,3.2179,16653,13.61,4.46,1.046,508.65,1212,15.272,1173.9,296.39316,45.568562,Kepler,
FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,4.501,0.965,425.74,1158,15.054,90.1,296.39542,45.56992,Kepler,
CONFIRMED,38.47876629,5.04169,23530,13.26,4.539,0.879,13.01,484,13.779,1077.8,288.90222,49.370491,Kepler,
FALSE POSITIVE,37.60166128,8.30604,59130,27.22,4.354,1.096,31.86,606,15.505,1667.3,282.30603,44.714661,Kepler,
CONFIRMED,3.314947362,1.8007,1398.2,3.94,4.481,0.944,421.03,1155,15.142,123.5,293.45483,44.792789,Kepler,
FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,4.479,0.866,194.18,952,15.172,45.4,301.04956,44.706299,Kepler,
CONFIRMED,39.6431552,6.5292,15664,10.98,4.455,0.9,11.74,472,15.011,690.3,283.97751,44.811562,Kepler,
FALSE POSITIVE,51.42598578,16.9422,66068,29.66,4.41,1.147,21.4,549,15.631,1843.8,290.63898,44.806789,Kepler,
CONFIRMED,21.80451611,3.4097,1144.9,2.6,4.629,0.708,20.48,543,15.067,49.9,291.71732,44.88731,Kepler,
CONFIRMED,10.28194593,3.4366,1110.7,2.53,4.593,0.775,50.6,680,15.532,55,291.84198,44.858089,Kepler,
CONFIRMED,18.11993039,4.2309,1506.9,2.95,4.593,0.775,23.77,563,15.532,60.7,291.84198,44.858089,Kepler,
CONFIRMED,3.78402867,1.9012,426.1,1.7,4.593,0.775,191.78,949,15.532,25.6,291.84198,44.858089,Kepler,
CONFIRMED,5.15448142,3.228,697.5,2.94,4.457,0.884,204.1,964,15.365,48.1,294.84689,45.034409,Kepler,
FALSE POSITIVE,33.80364366,11.4813,13494,20.7,3.999,1.796,72.71,745,13.109,529.9,297.47586,41.114288,Kepler,
CONFIRMED,5.743469797,3.4412,1240.2,3.13,4.531,0.891,219.95,982,15.543,79.7,291.09235,45.115528,Kepler,
CANDIDATE,39.4759093,2.968,1012.6,4.06,4.45,1.031,26.13,577,15.229,26.6,291.20804,45.244389,Kepler,
FALSE POSITIVE,19.97448524,4.23479,40293,26.56,4.471,0.997,56.84,700,15.217,1398.8,289.72748,45.367661,Kepler,
CONFIRMED,3.166353562,3.3129,1473.4,3.82,4.47,0.998,621.92,1273,15.603,128.3,286.36011,45.414291,Kepler,
FALSE POSITIVE,23.89963441,3.81881,20953,44.04,4.503,0.924,42.8,652,15.453,547.8,294.71768,45.48576,Kepler,
CONFIRMED,3.388012244,2.6849,280.1,2.11,4.221,1.25,705.93,1315,15.065,30.6,292.58044,46.097389,Kepler,
CONFIRMED,5.83909761,3.1915,273.6,2.06,4.221,1.25,341.48,1097,15.065,25.2,292.58044,46.097389,Kepler,
CONFIRMED,1.620467654,2.1888,159.6,1.57,4.221,1.25,1893.42,1681,15.065,22.7,292.58044,46.097389,Kepler,
CONFIRMED,10.6816951,3.605,307.8,2.3,4.221,1.25,152.75,897,15.065,21.9,292.58044,46.097389,Kepler,
CONFIRMED,6.104849417,4.6912,2090.3,3.18,4.584,0.712,89.25,784,15.017,293.7,297.04562,46.027359,Kepler,
CONFIRMED,3.578780566,2.91089,11382,10.43,4.421,0.994,406.6,1145,13.938,1838.4,289.60797,44.345421,Kepler,
FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,4.552,0.811,319.76,1079,15.653,37.2,297.78848,45.565418,Kepler,
CONFIRMED,5.826657508,2.9183,1539.1,4.09,4.362,1.06,248.57,1013,15.843,81.1,288.1647,45.816509,Kepler,
CONFIRMED,12.41216347,3.739,611.3,2.58,4.362,1.06,90.65,787,15.843,25.6,288.1647,45.816509,Kepler,
CONFIRMED,18.74649011,3.895,796.8,3.05,4.362,1.06,52.38,686,15.843,26.7,288.1647,45.816509,Kepler,
CONFIRMED,20.86021229,5.1937,1910.5,5.5,4.22,1.257,87.76,781,15.237,117,294.02301,45.853081,Kepler,
CONFIRMED,42.63427848,6.1998,1719.3,5.22,4.22,1.257,33.82,615,15.237,78.7,294.02301,45.853081,Kepler,
CONFIRMED,87.6476068,8.871,1009.6,4,4.22,1.257,12.94,484,15.237,37.5,294.02301,45.853081,Kepler,
CANDIDATE,9.61731426,3.8692,234,1.94,4.22,1.257,246.13,1010,15.237,18.2,294.02301,45.853081,Kepler,
CONFIRMED,9.467821474,2.4327,2237,2.13,4.807,0.458,6.47,407,15.073,124.7,283.73203,45.958771,Kepler,
CONFIRMED,0.893040969,1.0981,741.7,1.24,4.807,0.458,151.14,893,15.073,87.8,283.73203,45.958771,Kepler,
CONFIRMED,4.942783419,3.25346,11145,10.62,4.459,0.978,244.42,1008,13.758,2040.7,296.20059,49.140121,Kepler,
CONFIRMED,20.83426731,4.0454,988.4,2.74,4.549,0.88,29.62,595,15.412,45.1,293.01828,45.914688,Kepler,
CONFIRMED,9.94602357,3.3862,994.5,3.12,4.365,1.013,100.34,807,15.596,51,296.06424,45.976841,Kepler,
CONFIRMED,1.04562195,1.8955,213,1.45,4.365,1.013,2031.84,1710,15.596,25.3,296.06424,45.976841,Kepler,
CONFIRMED,5.71462396,2.336,297.8,1.78,4.365,1.013,210.16,971,15.596,16.7,296.06424,45.976841,Kepler,
FALSE POSITIVE,102.9641952,15.735,1896.7,39,3.066,7.119,95.4,797,13.608,86.1,296.81772,46.781509,Kepler,
CONFIRMED,8.14515981,5.073,446.8,3.43,4.197,1.24,287.91,1050,14.925,32.2,290.41327,38.34375,Kepler,
CONFIRMED,18.9985279,4.529,430.7,43.17,4.197,1.24,93.03,792,14.925,16.9,290.41327,38.34375,Kepler,
CONFIRMED,4.24439049,3.282,174,2.07,4.197,1.24,686.99,1305,14.925,15.1,290.41327,38.34375,Kepler,
CANDIDATE,90.1240507,11.649,3020.3,7.12,4.375,1.215,13.09,485,14.96,57.9,293.22391,38.033581,Kepler,
CONFIRMED,28.5742692,4.9427,824.9,2.32,4.508,0.812,19.83,538,13.771,97.1,296.98102,43.209751,Kepler,
CANDIDATE,856.672115,23.144,858.1,3.87,4.232,1.309,0.81,242,13.997,39.2,287.58679,47.600021,Kepler,
CANDIDATE,0.689210173,1.6169,195,1.32,4.505,0.954,3362.71,1943,13.248,93.4,281.55118,47.469959,Kepler,
CONFIRMED,7.34373964,1.1784,574.4,1.84,4.597,0.762,117.5,839,14.657,32.2,296.23215,47.678959,Kepler,
FALSE POSITIVE,0.445277068,3.539,186.7,35.74,4.444,1.064,10177.11,2562,15.343,28.9,297.10349,47.64357,Kepler,
FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,3.892,1.783,19256.81,3000,13.787,458.6,290.91119,38.335579,Kepler,
FALSE POSITIVE,9.88047978,2.78458,18541,23.6,4.512,0.917,129.45,860,15.212,534.5,281.66916,42.038639,Kepler,
FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,3.577,3.482,6152.88,2259,10.963,91.7,295.26682,38.61124,Kepler,
FALSE POSITIVE,17.51201477,1.8248,4511.7,13.66,4.33,1.132,98.77,804,12.336,322.3,287.61633,39.127239,Kepler,
CANDIDATE,3.9886021,1.7376,673.5,34.39,2.472,13.652,23135.72,3145,6.974,37.1,289.09323,49.424484,Kepler,
CANDIDATE,0.533059312,1.8621,1495.8,133.56,3.559,4.051,277887.7,5862,7.748,179.6,286.0192,48.866741,Kepler,
FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,4.497,0.846,4391.51,2073,15.058,116.1,295.09866,41.007038,Kepler,
FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,4.475,0.902,1595.19,1610,13.555,140.6,298.13589,41.332062,Kepler,
FALSE POSITIVE,0.73452496,6.7,421.1,2.39,4.438,1,141.6,878,13.22,23,293.28799,41.560455,Kepler,
FALSE POSITIVE,2.55549176,9.083,113.8,23.35,4.508,0.901,701.68,1312,14.554,24.3,298.77325,41.214729,Kepler,
FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,4.002,2.234,7903.84,2404,10.47,62.3,292.61194,43.305141,Kepler,
CONFIRMED,224.7789355,11.1899,3487.5,7.67,4.293,1.235,2.92,333,13.492,235.7,291.65317,44.688271,Kepler,
FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,4.628,0.711,838.42,1372,15.723,19.6,291.17068,38.008591,Kepler,
FALSE POSITIVE,5.76573396,2.924,248,7.47,3.364,4.434,3518.78,1964,14.313,22.2,294.52557,38.204632,Kepler,
CONFIRMED,7.42608123,3.6379,443.3,2.47,4.353,1.176,273.78,1037,14.818,37.5,292.7131,38.358212,Kepler,
CONFIRMED,15.9868932,4.158,178.5,1.62,4.353,1.176,98.51,803,14.818,10.9,292.7131,38.358212,Kepler,
FALSE POSITIVE,0.73094589,4.32,250.2,17.12,4.553,0.848,3248.17,1922,15.401,37.5,289.7962,38.351181,Kepler,
CONFIRMED,18.92537246,3.9835,640.9,13.92,3.317,4.885,443.58,1171,14.604,41,286.49042,38.374908,Kepler,
FALSE POSITIVE,0.933749106,4.256,186.2,3.22,3.849,2.188,15822.49,2863,13.079,136.3,292.77588,47.461689,Kepler,
FALSE POSITIVE,2.037440623,3.442,118.6,1.19,4.415,1.015,1448.05,1572,14.187,27,295.79526,47.66396,Kepler,
CANDIDATE,129995.7784,9.408,1474.9,2.99,4.572,0.726,0,25,13.447,35.7,296.82162,47.354031,Kepler,
CONFIRMED,31.5925809,13.566,145.1,1.78,4.1,1.487,53.09,688,13.29,25.5,295.92065,47.448608,Kepler,
CONFIRMED,17.157236,11.284,110.4,1.55,4.1,1.487,119.87,844,13.29,23.6,295.92065,47.448608,Kepler,
CONFIRMED,1.97376085,1.82542,30222,8.78,4.762,0.503,76.1,753,15.715,1252.5,292.0683,38.84227,Kepler,
CANDIDATE,13.11896244,4.3045,372.2,8.25,3.488,4.24,2310.43,1768,9.275,267.4,282.00031,48.542221,Kepler,
FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,4.381,1.033,442.78,1170,13.652,270.1,297.31006,49.703041,Kepler,
CANDIDATE,7.82187328,3.8417,42.2,2.78,3.488,4.24,4601.71,2101,9.275,37.2,282.00031,48.542221,Kepler,
CANDIDATE,53.5057611,10.5616,195.6,2.52,4.016,1.762,49.16,675,9.582,71.2,295.80267,45.988079,Kepler,
CONFIRMED,2.785821236,3.5599,68.9,1.69,4.026,1.733,2388.98,1784,8.224,53.6,287.36182,38.714016,Kepler,
FALSE POSITIVE,52.56901867,6.7507,26900,78.54,4.178,1.717,69.62,737,9.729,184.3,290.94437,38.538868,Kepler,
FALSE POSITIVE,3.411758679,3.158,570.6,14.71,4.71,0.561,51.85,684,15.258,35.6,298.9917,41.074989,Kepler,
FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,4.575,0.802,4349.62,2069,14.797,63.6,291.82181,41.11269,Kepler,
CONFIRMED,1.269091415,1.4647,340.9,1.41,4.576,0.766,740.47,1331,13.999,73.5,296.86099,41.09734,Kepler,
CONFIRMED,2.853133997,1.465,277.1,1.36,4.576,0.766,251.77,1016,13.999,39.7,296.86099,41.09734,Kepler,
CONFIRMED,6.79685353,3.1702,393.1,2.01,4.486,0.97,222.91,985,15.391,29.8,294.16321,41.451801,Kepler,
FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,3.923,1.889,681.39,1303,13.03,187.6,299.39972,45.316051,Kepler,
CONFIRMED,1.475323222,2.3155,154.9,5.88,3.317,4.885,13331.51,2740,14.604,27.2,286.49042,38.374908,Kepler,
CONFIRMED,4.15246118,2.5755,223.4,7.62,3.317,4.885,3354.56,1941,14.604,24.5,286.49042,38.374908,Kepler,
FALSE POSITIVE,6.7210783,7.46,421.1,2.39,4.438,1,141.6,878,14.792,23,291.6069,38.348061,Kepler,
CONFIRMED,8.7348852,4.49,270.7,1.59,4.493,0.96,148.62,890,14.794,24.8,287.44409,38.088428,Kepler,
FALSE POSITIVE,10.26547688,3.733,399.6,1.81,4.553,0.853,83.13,770,15.212,20.1,292.27905,38.284531,Kepler,
CANDIDATE,13.4471791,3.0454,1428.2,5.24,4.405,1.041,122.34,848,14,105.3,292.37476,37.630959,Kepler,
FALSE POSITIVE,3.305577989,2.5903,17971,25.89,4.629,0.707,263.55,1027,15.537,39.6,292.07849,38.631481,Kepler,
FALSE POSITIVE,4.800653901,9.0419,15304,16.91,4.347,1.241,778.45,1347,13.32,298,296.13391,38.999008,Kepler,
FALSE POSITIVE,15.06649901,5.9885,36348,56.44,4.028,1.626,177.96,932,13.855,154.6,293.92599,38.73798,Kepler,
FALSE POSITIVE,34.82008158,11.1711,18848,11.36,4.522,0.784,10.49,459,15.187,882.6,286.86926,39.103729,Kepler,
FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,4.375,1.061,4500.59,2090,14.997,195.2,291.99988,38.437698,Kepler,
FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,2.012,15.76,136609.48,4903,10.523,76.7,292.71964,48.852016,Kepler,
FALSE POSITIVE,18.95491633,24.249,867.5,71.39,3.761,2.534,397.48,1139,10.988,249.3,284.02679,49.415428,Kepler,
FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,0.65,101.451,401588.95,6421,10.68,56.3,298.80411,40.843563,Kepler,
FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,4.104,1.938,158.41,905,10.376,221.1,295.59872,50.720669,Kepler,
FALSE POSITIVE,3.99751422,3.686,32.8,2.98,3.122,5.324,5563.95,2203,10.733,6.1,283.73642,44.71331,Kepler,
FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,4.626,0.651,290.51,1053,15.47,66.9,291.76196,37.09864,Kepler,
CONFIRMED,67.5923754,12.249,4158.1,12.1,4.082,1.744,28.2,588,13.675,60.9,295.58658,45.364979,Kepler,
CONFIRMED,17.02902786,4.645,568.9,2.54,4.327,1.067,76.66,755,15.381,29.8,290.51047,41.24482,Kepler,
CONFIRMED,6.84619236,3.529,246.8,1.67,4.327,1.067,258.41,1022,15.381,17.7,290.51047,41.24482,Kepler,
CONFIRMED,67.8321638,7.358,507.8,2.39,4.327,1.067,12.14,476,15.381,15.5,290.51047,41.24482,Kepler,
CONFIRMED,43.1312147,3.198,447.8,2.39,4.327,1.067,22.21,554,15.381,11.8,290.51047,41.24482,Kepler,
CONFIRMED,1.224866441,1.7086,196,1.54,4.32,1.107,2174.33,1741,15.376,21.1,290.60794,41.201092,Kepler,
CONFIRMED,37.8102649,8.733,570.3,2.33,4.451,0.973,24.27,566,14.633,35.2,289.7767,38.26228,Kepler,
CONFIRMED,25.93406406,4.6142,414.5,2.48,4.287,1.225,55.1,695,13.703,42.2,291.97617,38.05508,Kepler,
CONFIRMED,83.4463485,6.536,503,2.73,4.287,1.225,11.59,471,13.703,36.1,291.97617,38.05508,Kepler,
FALSE POSITIVE,7.04710032,2.926,400.9,25.2,4.363,1.068,223.84,986,14.928,24,290.13492,38.404221,Kepler,
CONFIRMED,12.99204853,6.0175,270.6,2.03,4.236,1.242,132.94,866,13.974,38.7,291.42358,38.216591,Kepler,
FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,4.471,0.996,125.21,853,15.38,115.3,295.29193,38.964588,Kepler,
FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,4.531,0.911,884.12,1392,14.942,103.4,291.44507,38.637211,Kepler,
FALSE POSITIVE,0.635445336,1.8592,2547.4,19,4.7,0.55,451.42,1177,15.432,182.2,285.08026,39.18211,Kepler,
FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,3.686,2.789,11424.49,2636,11.84,148,291.47629,38.50058,Kepler,
FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,4.528,0.853,8.38,434,15.593,103.4,294.74054,39.015511,Kepler,
CONFIRMED,52.09081627,8.6388,2894.1,7.14,4.237,1.324,29.07,592,13.914,243.5,300.51712,44.38158,Kepler,
FALSE POSITIVE,7.1548608,7.694,780.4,7.41,4.166,1.739,1141.57,1482,12.616,24.2,289.87411,49.68549,Kepler,
CONFIRMED,4.28746668,1.5693,790.1,2.29,4.576,0.815,186.31,942,11.631,19.4,291.0488,36.839882,Kepler,
FALSE POSITIVE,2.002779769,2.231,260.5,1.42,4.44,0.892,696.4,1311,14.606,22.2,298.44775,47.264999,Kepler,
CONFIRMED,8.18739443,3.0472,517.6,1.92,4.494,0.849,88.36,782,14.138,38.4,291.92596,38.014118,Kepler,
CONFIRMED,76.0498163,7.158,445.9,1.75,4.494,0.849,4.53,372,14.138,17.4,291.92596,38.014118,Kepler,
CONFIRMED,3.341799486,2.9254,178.2,1.67,4.293,1.235,798.41,1356,13.492,48.8,291.65317,44.688271,Kepler,
FALSE POSITIVE,3.3226948,3.568,78.7,15.33,2.41,16.959,52428.3,3859,11.899,8.6,288.68259,41.30732,Kepler,
FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,4.193,1.239,31.08,602,13.698,59.2,288.44287,41.17218,Kepler,
FALSE POSITIVE,1.851409163,10.232,232.5,20.42,4.176,1.469,5090.14,2154,13.473,54.4,293.2735,41.25769,Kepler,
FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,4.103,1.521,7759.2,2393,11.558,34.7,298.13794,41.334358,Kepler,
FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,4.346,1.095,5.33,387,13.884,58.1,286.49072,37.489979,Kepler,
CONFIRMED,3.749105745,1.9826,182.6,1.68,4.447,0.983,428.25,1160,13.333,38,290.88467,38.057571,Kepler,
CONFIRMED,11.08956602,6.2877,148.1,3.51,3.698,2.867,965.62,1422,12.808,38.9,291.03192,38.21196,Kepler,
CANDIDATE,7.37290344,2.172,205.2,2.67,4.371,1.07,240.11,1004,13.835,19.1,291.65097,38.028179,Kepler,
FALSE POSITIVE,7.24476126,2.3145,58,0.65,4.494,0.874,116.02,837,11.157,27.2,294.49011,38.194126,Kepler,
CANDIDATE,119.0624882,3.1188,5372.3,10.4,4.392,0.92,4.26,366,15.289,71.6,287.88812,39.078709,Kepler,
CONFIRMED,8.70798309,2.4904,1419.6,2.01,4.722,0.554,20.59,543,15.842,28.1,293.80441,38.63913,Kepler,
CANDIDATE,14.8623076,3.161,840,1.57,4.722,0.554,10.08,454,15.842,14.4,293.80441,38.63913,Kepler,
CONFIRMED,4.17634276,2.335,531.5,1.23,4.722,0.554,54.8,694,15.842,14.9,293.80441,38.63913,Kepler,
CONFIRMED,27.40229859,6.8491,747.5,3.63,4.237,1.324,68.46,734,13.914,79.3,300.51712,44.38158,Kepler,
CONFIRMED,3.179267286,1.0246,200.9,1.21,4.554,0.857,347.01,1101,12.55,41,295.57416,42.806438,Kepler,
CONFIRMED,10.38122447,2.715,801.5,2.18,4.566,0.78,48.37,672,13.562,41.9,291.36478,37.609169,Kepler,
CONFIRMED,24.5709023,3.587,764.2,2.82,4.566,0.78,15.33,505,13.562,26.3,291.36478,37.609169,Kepler,
FALSE POSITIVE,81.221876,4.1135,9883,16.59,4.536,0.874,5.2,385,15.488,63,296.38229,48.045311,Kepler,
FALSE POSITIVE,0.817026268,2.0799,1145.5,2.92,4.536,0.874,2386.13,1784,15.488,121.1,296.38229,48.045311,Kepler,
