koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
CONFIRMED,16.3413889,5.3764481,372.0970618,2.629079,4.37711,1.12506,86.231465,777.2060824,6.6813,,256.9818,32.105303,TESS,5991.11
CONFIRMED,4.627664,2.306,6190,14.3694,4.22,1.55,1038.78,1581,9.54417,,260.116172,38.242168,TESS,6727.6
CANDIDATE,23.5199045,3.222,1243,2.30502,4.93,0.67,10.453,500,9.7806,,38.887291,-71.624247,TESS,4566.4
CANDIDATE,7.7565534,2.4341043,286.2558604,1.1359985,4.93,0.672062,37.2050274,629.8978948,9.7806,,38.887291,-71.624247,TESS,4566.4
CONFIRMED,5.0052605,4.9057646,7641.404098,13.6314528,4.16703,1.46701,746.902456,1333.324077,11.0269,,271.537672,26.426606,TESS,6115
CONFIRMED,1.8468345,2.565,13237,16.4012,4.27,1.36,1845.3,1825,10.1058,,278.631741,35.661431,TESS,6352
CONFIRMED,3.2440454,3.6774272,15011.9382,21.0498466,4.16,1.38951,983.3097556,1428.210878,10.2025,,283.305449,24.127248,TESS,5703
CANDIDATE,3.8266587,2.0605848,1181.81543,2.4536347,4.54,0.716312,81.1071602,765.3931102,10.8571,,261.243831,32.798397,TESS,4175
CONFIRMED,9.2292078,2.817,1606,3.21883,4.50428,0.77,37.6631,690,7.7945,,271.935501,39.072927,TESS,4406
CONFIRMED,95.8531625,5.024,5975,5.95763,4.50428,0.77,2.69104,356,7.7945,,271.935501,39.072927,TESS,4406
CONFIRMED,2.7884723,2.9462464,14467.6854,13.9432645,4.35385,1.12956,850.6754194,1377.402036,11.3998,,274.405533,36.621462,TESS,5833
CONFIRMED,7.8519082,1.6318726,3873.959149,2.1705803,4.87998,0.34388,4.8904688,379.2777558,11.7371,,281.176343,36.563132,TESS,3384
FALSE POSITIVE,1.4821845,2.5956827,16269.25628,27.5079498,4.37191,1.31284,4005.675856,2029.031084,12.5466,,281.6619,41.56002,TESS,6835.31
CONFIRMED,1.4013784,1.7042715,19735.20013,13.9977478,4.41028,0.934977,917.4100949,1403.655812,12.4197,,267.284885,29.879043,TESS,4984
CANDIDATE,18.5537012,3.438,448,1.57606,4.6,0.8,25.0891,623,8.0089,,99.458741,-70.931327,TESS,5346.2
CANDIDATE,9.695961,2.772,122,0.808552,4.6,0.8,66.2914,794,8.0089,,99.458741,-70.931327,TESS,5346.2
CONFIRMED,2.4706114,1.794486,14310.71598,13.7703405,4.45,1.01613,817.5658193,1363.799199,10.854,,286.808526,49.316421,TESS,5854
CONFIRMED,18.2616878,3.434,971,2.85973,4.49483,0.94,57.4643,767,8.8975,,258.762346,18.340345,TESS,5674
CANDIDATE,9.3004351,2.3510062,1595.208863,1.5550304,4.86042,0.363966,4.6279256,374.0815959,11.0768,,267.046624,15.980109,TESS,3472
CANDIDATE,5.5899401,5.032,3840,12.1202,4.09,1.95,1816.63,1818,10.1041,,62.572982,75.170931,TESS,7437
CANDIDATE,37.3415931,5.351,766,2.1417,4.53224,0.88,12.9381,528,9.90667,,350.25314,79.441782,TESS,5452
CONFIRMED,10.2611329,7.369,1900,12.2521,3.63,2.78,515.939,1327,8.55942,,263.758075,40.695043,TESS,6202
FALSE POSITIVE,5.8924856,3.134,4530,17.4655,4,2.13,1958.56,1853,9.9094,,269.989998,29.655175,TESS,7272
CANDIDATE,26.2049782,5.8635323,5593.182178,10.15497,4.25,1.3363301,68.292759,733.1847347,10.7047,,155.641594,83.083724,TESS,6115
FALSE POSITIVE,23.48522,3.546,6020,14.0152,4.11,1.51,62.0856,782,10.6746,,281.814167,64.806519,TESS,5930
CANDIDATE,0.5842495,0.559,1041,5.50799,4.18,1.34,1217.74,1645,10.1099,,285.596508,42.507414,TESS,6020
CANDIDATE,26.2851404,2.7692779,975.2076991,3.082863,4.44094,0.96445,29.1144876,592.4436342,10.5011,,7.318008,-63.790623,TESS,5821
FALSE POSITIVE,2.2263798,2.863,1270,6.51393,4.03,1.84,2064.9,1877,10.4288,,264.591131,18.473875,TESS,6446.3
FALSE POSITIVE,15.64643,7.75,6010,16.1126,3.86,1.95,323.367,1181,10.142,,275.117976,30.85588,TESS,5660
CONFIRMED,3.3772835,3.6434514,7216.496136,15.3058361,4.11,1.73235,2195.787933,1745.891892,10.7053,,26.338972,77.790123,TESS,6688
FALSE POSITIVE,2.7180835,6.1842922,329.1728205,4.2423946,3.76,2.1805999,3009.107559,1888.987906,9.54581,,274.87052,71.248626,TESS,5668
CONFIRMED,3.8240826,2.5172521,10096.10986,16.0547024,4.24,1.38719,1005.894626,1436.342039,10.6611,,71.028148,84.364265,TESS,6243
CONFIRMED,3.7246883,3.078,3320,10.8811,4.02,1.74,686.503,1426,10.9939,,5.800269,84.452839,TESS,6144
FALSE POSITIVE,0.67554,0.922,680,15.6973,4.33418,2.74,7493.17,2591,9.87437,,274.416666,23.917679,TESS,4872
FALSE POSITIVE,8.4249043,2.311,21600,15.0361,4.51,0.93,92.8193,864,10.7033,,261.71771,25.84927,TESS,5756
CONFIRMED,8.6007557,3.304,5090,10.7988,4.06,1.5,81.4989,837,10.1669,,276.810053,20.526887,TESS,5389
CONFIRMED,34.5059318,3.8206653,17387.98342,10.4625162,4.66348,0.801736,9.5814512,448.7222169,11.5748,,73.980013,-63.26033,TESS,5025.77
CONFIRMED,17.3890454,2.6516541,2971.753227,6.4840125,4.66348,0.801736,23.8921547,563.8759593,11.5748,,73.980013,-63.26033,TESS,5025.77
CANDIDATE,2.2390502,1.64,490,2.73215,4.29,1.25,640.033,1401,10.6071,,291.125974,56.881296,TESS,6021
FALSE POSITIVE,1.5873866,1.51,110,1.09083,4.55,0.81,466.553,1294,9.5998,,304.444709,77.166678,TESS,5028
FALSE POSITIVE,12.9773004,4.391,997,7.75284,4.14,1.66,1521.69,1740,10.2182,,291.524023,58.510182,TESS,6610
CANDIDATE,5.2132496,3.765,750,3.72907,4.2,1.47,657.521,1410,10.235,,261.440953,23.057031,TESS,6318
FALSE POSITIVE,1.09333,1.975,1250,12.2642,4.33418,3.39,2102.07,1886,10.879,,277.907741,13.897884,TESS,5274
CANDIDATE,5.1354577,3.716,353,3.3405,3.97,1.99,882.558,1518,10.0788,,260.30306,63.239282,TESS,6515
FALSE POSITIVE,23.0531698,1.228,2940,9.12613,4.3,1.19,7.85406,466,10.7791,,242.364094,84.491119,TESS,5752
FALSE POSITIVE,37.83633,5.713,8240,13.5094,4.38,1.26,80.1971,833,10.9591,,306.223028,74.837343,TESS,6641
CANDIDATE,8.2148505,3.839,3140,10.4375,4,1.81,216.17,1068,10.5527,,279.170112,23.258619,TESS,6183
FALSE POSITIVE,3.1385875,3.541,584,4.70639,4.08153,1.55,17444.7,3201,8.735,,91.608698,-58.953703,TESS,6278
CANDIDATE,9.2786686,4.577,527,2.23168,4.39,1.12,240.688,1097,10.4679,,164.313856,89.086923,TESS,6018
FALSE POSITIVE,0.6856225,0.751,723,3.35129,4.41,1.06,2492.49,1968,10.4929,,145.799111,87.86853,TESS,5829
CANDIDATE,2.9601848,2.014,960,4.21067,4.24,1.33,463.247,1292,10.5817,,268.823955,40.167475,TESS,6069
CONFIRMED,4.4379727,4.7176624,16222.5125,20.3565337,4.08,1.5696599,944.8725135,1414.044424,12.9614,,286.243446,50.040367,TESS,5967
CONFIRMED,7.8914271,4.2653156,9822.000249,12.9299942,4.25,1.27992,278.9767986,1042.345681,12.9934,,282.629633,46.323281,TESS,5883
CONFIRMED,3.5224751,3.2804955,8602.325645,15.9014832,4.11,1.5817,1423.867941,1566.704813,13.1448,,281.288134,42.451098,TESS,6179
CONFIRMED,3.024111,2.7209657,7558.641109,12.0899079,4.22,1.36388,1227.384425,1509.610478,13.4633,,285.240829,46.668241,TESS,6041
CONFIRMED,15.1689723,2.0633315,7818.547558,11.7952966,4.34,1.12898,83.3855897,770.7126737,11.4864,,22.445812,-60.73991,TESS,5713
CANDIDATE,0.4384814,0.5192935,486.4774785,0.6505972,4.438,0.284538,155.7120176,900.9491556,13.3292,,58.422001,-68.738628,TESS,3146
CANDIDATE,8.3522143,1.6637119,3924.642229,1.8017268,4.438,0.284538,3.0609406,337.3521453,13.3292,,58.422001,-68.738628,TESS,3146
CONFIRMED,260.1740061,24.0527095,4747.959592,11.3192423,4.03,1.62762,3.9769164,360.169028,8.56854,,277.94363,56.650679,TESS,5739
CANDIDATE,8.379057,2.899,2930,4.97002,4.51,0.91,85.2468,846,12.1625,,270.558091,63.54963,TESS,5574
CONFIRMED,3.5484481,4.5123025,7022.005689,15.2165016,4.03,1.78185,1875.011742,1678.304455,12.7655,,299.407034,44.035039,TESS,6295
CANDIDATE,6.5011256,5.442,4370,10.50417995,4.33418,1.23,388.818,1237,8.0348,,283.489697,37.380825,TESS,5485
CONFIRMED,6.9067868,6.6850674,1751.777857,13.4176028,3.65,3.1513801,1864.97414,1676.053793,11.4057,,100.833125,-66.947656,TESS,5731.8
CANDIDATE,7.2147718,4.0147754,8580.18368,10.1239555,4.4,1.08637,191.6045333,948.9016343,12.7421,,314.576665,-40.268633,TESS,5440.3
CANDIDATE,4.476922,2.971921,9095.882918,14.3955457,4.4,1.37148,636.8120268,1281.21662,13.0654,,357.002336,-68.487698,TESS,5772.2
CANDIDATE,2.7492277,1.688,11250,12.683,4.4,1.14,271.924,1131,13.0769,,96.940806,-79.409779,TESS,5344
CANDIDATE,3.735051,2.4293974,8964.023907,14.2690959,4.3,1.36818,830.1076146,1368.999688,13.0943,,347.94394,-69.85417,TESS,5829
CANDIDATE,4.4343277,2.8960794,13087.3233,11.8751226,4.33418,1.00254,261.8830502,1025.998196,13.458,,34.085419,-78.70071,TESS,4979.4
FALSE POSITIVE,4.4617755,5.4532494,18854.64319,31.9660922,4.24472,2.23892,2086.018981,1723.650912,12.7222,,97.453898,-57.254816,TESS,6354
CANDIDATE,5.3160704,4.3526595,14202.61263,19.5006469,4.4,1.5522701,621.3098726,1273.347128,12.5965,,311.751171,-38.670656,TESS,5477
CANDIDATE,4.0115394,2.2686483,14587.5118,15.3487909,4.3,1.13908,550.5706841,1235.443874,12.8641,,313.40292,-36.821547,TESS,5741
CANDIDATE,6.2643442,3.8202596,10552.24907,11.6261491,4.4,1.12916,223.3157822,985.937996,12.5625,,353.281713,-76.819155,TESS,5262
CONFIRMED,2.1223673,1.5855365,8056.334025,12.9814367,4.33912,1.19653,1534.906,1596.394399,11.3996,,313.691232,-72.80464,TESS,6079
CONFIRMED,15.3419095,2.736,683,1.7005,4.63,0.69,14.2526,541,7.4259,,299.156339,-31.335181,TESS,4669
CANDIDATE,4.164514,2.0579197,7675.770501,8.9598265,4.33418,0.933443,254.5595417,1018.748764,10.9916,,34.840097,-72.708894,TESS,5101.7
CONFIRMED,1.1953968,1.5752293,1127.234456,3.5030245,4.4217,1.02917,2072.520318,1720.855677,11.3643,,312.340074,-70.485072,TESS,5728
CONFIRMED,4.954648,3.639,7357,13.0889,4.24,1.47,612.686,1386,9.0532,,311.042756,-39.225486,TESS,6562
CONFIRMED,4.9549631,5.9565174,8236.25668,18.4504689,3.92936,1.99207,1489.55428,1584.469315,11.117,,309.511234,-48.462083,TESS,6282.4
CONFIRMED,3.3771114,2.4508029,4515.155077,8.6110106,4.21917,1.28017,756.2609502,1337.481146,11.4513,,311.673345,-41.820983,TESS,5614.86
CONFIRMED,10.6953083,2.044,920,2.84818,3.98846,0.88,66.8553,796,9.6878,,91.799699,-61.99721,TESS,5272.71
CANDIDATE,2.9360281,2.118,6790,7.18912,0.2,0.83,288.087,1147,12.3181,,98.783507,-72.456778,TESS,4983.6
CANDIDATE,1.3477642,1.112,762,6.61528,4.19,1.47,6992.14,2547,10.2001,,316.66971,-57.577978,TESS,6252
CONFIRMED,11.9124942,3.7520869,19304.2778,11.3754057,4.53576,0.823883,42.7254261,652.0656914,12.173,,51.228421,-73.957546,TESS,5064
CONFIRMED,2.2250514,2.3678871,13144.59006,10.0926189,4.48023,0.883426,470.7466523,1188.000326,13.191,,289.297427,-60.89176,TESS,5103
FALSE POSITIVE,0.8891483,1.1970992,44722.5891,14.8249782,4.60969,0.649887,280.571145,1043.831746,15.0804,,94.315682,-56.509859,TESS,3653
CONFIRMED,1.7690121,1.0172953,10110.21398,10.5045599,4.62,0.701795,313.4011658,1073.11163,10.7218,,322.253764,-58.836147,TESS,4683
CONFIRMED,8.000489,4.6706895,4606.741969,10.9709265,4.12,1.55738,455.1446051,1178.032032,10.9651,,307.596693,-44.887618,TESS,6146
CANDIDATE,0.6743453,0.9010413,103652.0706,12.4716613,4.90232,0.321846,98.7994686,804.0969257,15.7438,,65.528812,-61.36859,TESS,3228
CANDIDATE,3.4391152,3.3615891,12391.74934,13.6350253,4.4,1.21438,688.3062667,1306.366938,13.3304,,111.442356,-77.776659,TESS,4955
FALSE POSITIVE,0.62425,0.774288,954.060325,1.671618,4.75169,0.525,353.894099,1106.211273,12.1535,,356.492464,-56.344047,TESS,3765
CANDIDATE,12.7846809,4.8533784,19658.08167,11.7994875,4.4,0.836244,49.2454527,675.6336681,13.4669,,347.462945,-79.699998,TESS,5077.7
CONFIRMED,3.0911721,1.9714799,349.193899,1.666703,4.54958,0.834386,295.0992437,1057.089536,9.2551,,308.539086,-29.672613,TESS,5253
CANDIDATE,5.1293855,2.8939597,9414.754794,8.9112749,4.45,0.920804,181.6592422,936.3411803,12.4235,,44.529245,-66.949285,TESS,5116.3
CANDIDATE,5.179282,2.6320655,5746.965128,9.3730831,4.3,1.21172,430.1391198,1161.507411,13.2598,,326.582729,-61.107837,TESS,5784
CANDIDATE,2.4156482,2.837,3550,10.50417995,4.3,1.23,1169.2,1629,12.6562,,117.867565,-72.285046,TESS,5727
CONFIRMED,5.7772122,2.56341,1470.382126,2.8693434,4.6,0.729818,75.3605118,751.4597253,9.977,,286.073121,-32.354279,TESS,4882.7
CANDIDATE,5.6807412,4.1093897,1892.96923,6.2844217,4.3,1.38612,601.257159,1262.946096,12.0253,,12.074996,-68.439297,TESS,6295
CANDIDATE,3.8300359,4.1744985,7753.408354,11.7278481,4.3,1.3126301,810.4382547,1360.817021,12.8172,,35.750418,-71.457945,TESS,5916
CANDIDATE,10.1688722,4.3884108,7366.339761,12.8424534,4.3,1.3986,258.7751983,1022.940591,12.9901,,107.819578,-78.238464,TESS,5161.7
FALSE POSITIVE,4.11641125,0.68,5530,8.85869,4.438,1.0929,86.1510668,777.0248613,8.7635,,359.162484,-44.719403,TESS,5709
CANDIDATE,1.3926549,2.0005269,7098.453579,13.3635819,4.39,1.2094899,2439.867657,1792.508885,11.6659,,97.320501,-65.337781,TESS,5615
CONFIRMED,8.4536777,3.5738006,2872.288753,4.0269258,4.60198,0.698009,76.6379132,754.6240935,6.755,,311.291137,-31.34245,TESS,3588
CANDIDATE,2.2456869,3.155,12600,17.5083,4.2,1.5,2366.82,1943,12.7427,,119.185192,-67.071931,TESS,6381
CANDIDATE,6.9309657,5.2921448,6887.420039,13.513657,4.3,1.59136,586.1868131,1254.956755,12.0599,,18.689893,-81.982165,TESS,5847
CANDIDATE,0.5055105,0.648232,2269.199137,4.9709812,4.5,1.01489,4944.368776,2138.688151,11.9987,,61.242969,-78.374681,TESS,4996.3
CANDIDATE,3.5775562,3.531,4060,10.50417995,4.3,1.23,476.6809228,1191.726763,13.3639,,112.767471,-72.667447,TESS,5823.3
CANDIDATE,0.9017685,0.635,958,4.77441,3.9,1.36,446.986,1280,9.6968,,333.559598,-59.568325,TESS,5828
FALSE POSITIVE,3.36296,2.594,750,2.69668,4.5,0.9,414.8,1257,10.8911,,289.018075,-46.480756,TESS,5420
CANDIDATE,4.98668,2.267,860,5.51463,4.06,1.64,339.923,1196,10.6658,,294.572181,-46.398078,TESS,6046
FALSE POSITIVE,1.79217,1.797,1710,21.4342,4.33418,4.7,436.663,1273,10.9198,,304.452849,-44.968454,TESS,4884
CANDIDATE,11.45959,0.956,650,10.50417995,4.33418,1.23,355.909,1175.803988,8.776,,301.540122,-33.667484,TESS,5788.7
CONFIRMED,3.5315897,2.689,7230,14.2116,4.09,1.62,551.242,1349,10.8673,,20.166011,-86.979965,TESS,6209
FALSE POSITIVE,0.49642,0.572,1000,5.57222,4.33,1.41,2758.3,2018,10.9987,,302.999475,-37.561663,TESS,7000
CANDIDATE,3.3904897,2.878,260,2.40673,4.19,1.43,764.344,1464,10.7188,,67.657808,-70.35491,TESS,6113.8
FALSE POSITIVE,92.1950921,4.206,3760,18.9408,4.33418,3,1.49663,308,10.7891,,65.410196,-67.467038,TESS,5030.6
FALSE POSITIVE,3.06555,2.483,2920,5.41363,4.7,0.71,1605.05,1763,10.9931,,290.986777,-36.910419,TESS,5285
CANDIDATE,3.3243,2.337,1150,21.7252,4.33418,5.76,181.989,1023,10.1738,,295.256495,-27.859275,TESS,4779.7
CANDIDATE,6.53144,5.713,700,6.77621,3.66,2.58,808.553,1485,9.9279,,315.171774,-35.871099,TESS,6037.2
CANDIDATE,5.46377,1.036,4010,12.894,4.33418,1.95,23.3924,612,9.1984,,308.563502,-48.274841,TESS,5286.9
CANDIDATE,3.7981107,3.914,750,4.13478,4.04,1.51,911.152,1530,10.8366,,117.281011,-80.893886,TESS,5042
FALSE POSITIVE,2.9663437,4.44,206,2.02837,4.14,1.59,2291.32,1927,9.9676,,113.043495,-65.811395,TESS,5807
CANDIDATE,62.1624516,4.319,3710,10.3408,4.24,1.66,10.4285,500,10.4653,,80.624017,-70.254329,TESS,7546
FALSE POSITIVE,1.27349,1.655,920,13.6856,4.33418,4.35,891.053,1522,10.3486,,304.628882,-30.648846,TESS,4982
CANDIDATE,4.11641125,4.8120529,4104.587347,5.5237367,4.53096,0.710768,3.1063855,338.5973763,11.0316,,343.88039,-24.409733,TESS,4658
FALSE POSITIVE,0.8153098,1.373,189,1.19041,4.47487,0.97,2785.3,2023,10.1583,,296.355007,67.310971,TESS,5729
CANDIDATE,11.5743561,6.0493763,14285.1322,18.1309835,4.13,1.4578,205.6631556,965.8481969,12.7778,,278.989527,70.160757,TESS,5776
CANDIDATE,12.379649,3.3314543,711.2691437,8.6993926,3.69,2.7841101,962.3125052,1420.524675,10.8841,,270.277609,61.347153,TESS,6582
CANDIDATE,26.4579842,3.372,397,2.90965,4.84423,1.37,66.2935,794,9.34244,,275.393588,62.369002,TESS,5706
CANDIDATE,11.9526103,2.74,9860,11.4014,4.438,1.25,48.2015,1175.803988,12.0836,,316.892698,74.383252,TESS,6049
CANDIDATE,13.9631929,4.5245027,812.9002244,2.3118575,4.438,0.813544,46.751059,666.9105884,10.446,,225.315683,40.946827,TESS,5270.9
CONFIRMED,35.1896444,3.3254029,4524.935393,2.2253696,4.89707,0.326932,0.6703132,230.7752258,12.9672,,194.739614,77.661716,TESS,3446
FALSE POSITIVE,9.6799809,1.806,15870,14.6081,4.39,1.11,31.1433,658,12.2169,,268.029535,62.79094,TESS,5980
CANDIDATE,16.5899263,2.1573675,642.4369483,5.4428798,4.1059,1.7449,266.9749353,1030.949452,7.97758,,244.5642,42.62706,TESS,6690
FALSE POSITIVE,4.11641125,2.67,13400,4.214299,4.91468,0.334,1.3025049,272.4674275,12.4253,,342.967188,-24.78778,TESS,3396
CONFIRMED,0.3524597,0.578,305,1.76224,4.51,0.9,1844.98,1825,9.75874,,247.667,49.046789,TESS,5432
CANDIDATE,1.9011452,1.6128566,1640.956726,5.7647423,4.33418,0.986402,831.1124236,1369.413778,12.4841,,284.022679,70.25412,TESS,5392
CANDIDATE,1.4937444,2.044,160,1.62102,4.32136,1.28,2431.71,1956,10.4267,,266.406455,59.514199,TESS,6328
CANDIDATE,4.11641125,14.9235889,357.7289632,1.6330887,4.57217,0.852643,0.8574118,245.4240451,9.7115,,237.961131,83.110888,TESS,5599
CANDIDATE,121.3342908,6.1861599,1830.536931,4.1767182,4.54184,0.957395,4.5797413,373.1040687,10.5653,,295.927746,78.725919,TESS,6140
CANDIDATE,0.8294084,0.5583289,254.6127529,2.4799192,4.438,1.52424,4983.613208,2142.919376,9.1021,,239.787768,32.395973,TESS,5951.67
CONFIRMED,2.326343,1.2195051,4153.614444,1.9763187,4.97167,0.261162,15.1203939,502.933455,13.5042,,245.28004,31.577041,TESS,3244
CONFIRMED,3.4950422,1.0311342,2004.426903,1.2734423,4.99625,0.242745,6.0694989,400.3206181,12.2591,,65.061496,84.900824,TESS,3022
CANDIDATE,2.0344366,0.958248,1142.099427,0.901106,4.99625,0.242745,12.4881234,479.450797,12.2591,,65.061496,84.900824,TESS,3022
CONFIRMED,2.2891027,0.8344032,1384.622855,0.9131404,4.99625,0.242745,10.6709326,460.9675388,12.2591,,65.061496,84.900824,TESS,3022
CANDIDATE,7.1566025,1.218975,674.5586897,3.1263063,4.35957,1.13489,253.7528508,1017.940707,10.1338,,226.46964,39.636553,TESS,5910.35
CANDIDATE,2.8411415,1.174,530,1.42162,4.69525,0.55,35.9524,682,11.9521,,264.147896,77.126216,TESS,3872
CANDIDATE,10.4029111,1.3721731,824.1851185,1.8465904,4.69525,0.548484,10.4421274,458.4764117,11.9521,,264.147896,77.126216,TESS,3872
CANDIDATE,4.11641125,4.6288711,261.9656428,2.7599934,4.1278,1.61077,5.4579122,389.8310122,7.7293,,244.382265,61.368246,TESS,6380.43
CANDIDATE,46.5710978,6.1832559,328.3531481,2.1305645,4.43957,1.15083,27.1915284,582.409103,8.75584,,81.240221,79.74934,TESS,6495
CONFIRMED,2.6796164,0.9028948,827.5423687,1.8334769,4.62547,0.63072,83.7078249,771.4561825,10.3543,,277.459311,40.541412,TESS,3943
CANDIDATE,1.1188024,1.119,427,1.44009,4.62547,0.63,247.175,1104,10.3543,,277.459311,40.541412,TESS,3943
CANDIDATE,20.1546939,1.3244754,1039.49771,2.3244125,4.63136,0.712388,14.1253091,494.4464236,11.4208,,234.512299,69.017531,TESS,4863
CANDIDATE,76.8663962,6.7753035,341.5578492,1.9249103,4.5343,0.877042,5.1039406,383.3506039,8.9072,,261.836763,58.214352,TESS,5482.02
CANDIDATE,4.11641125,12.4042036,178.9213506,3.3789105,3.76624,2.43663,40.7166029,644.2621741,7.98614,,273.497311,80.658462,TESS,6358
CANDIDATE,1.4663344,0.447,920,1.87124,4.9014,0.32,40.7842,704,12.4199,,289.513338,56.236779,TESS,3412
CANDIDATE,3.1434463,1.501,803,2.34132,4.55115,0.79,301.599,1160,10.2455,,255.245795,45.386283,TESS,4962
CONFIRMED,2.6865041,2.5524772,12250.41897,13.7470239,4.23836,1.18274,994.8105653,1432.368781,13.2576,,358.558844,-30.013038,TESS,5738
CANDIDATE,18.6016754,2.3690896,559.9932489,9.1300283,3.37301,3.7007,845.8744041,1375.454475,8.44143,,254.588507,45.936445,TESS,6175
CANDIDATE,210.668358,10.3865576,342.5966404,2.8961818,4.22146,1.52592,17.3175389,520.2849849,9.13648,,294.390164,66.971432,TESS,6683
CANDIDATE,12.5520766,6.8268193,202.0868952,2.8228669,4.09526,1.84505,495.3032121,1203.199203,9.29735,,294.376052,74.78231,TESS,7020
FALSE POSITIVE,4.9707023,2.586,487,2.38733,4.33438,1.21,328.783,1186,9.88372,,252.471891,47.316983,TESS,6109
CONFIRMED,27.2672016,2.4164839,1154.327889,1.5781136,4.77262,0.460014,1.6051398,287.0767134,11.3078,,332.563264,58.706093,TESS,3546
CANDIDATE,179.4031712,10.7569968,618.5780905,3.7472354,4.27882,1.4648,8.4378703,434.6883098,9.85236,,292.823315,72.538317,TESS,6863
CANDIDATE,11.8120707,3.3324162,189.027556,1.7481305,4.32817,1.20105,154.3200348,898.9288685,8.5709,,222.75079,85.895391,TESS,6037
CANDIDATE,8.9172211,2.6426767,2147.081691,2.7931797,4.67766,0.605243,17.1075621,518.7006367,12.709,,251.11918,60.086043,TESS,4066
CANDIDATE,63.39545,5.1295954,851.8694759,3.3507179,4.43377,1.0149601,10.0390505,453.9864688,10.0011,,255.097557,39.73025,TESS,5717
CONFIRMED,3.1260778,1.7185367,11383.75271,10.9257115,4.4651,0.874706,328.1564535,1085.525393,11.5005,,5.237757,-35.998465,TESS,5100
CANDIDATE,0.3862197,0.9122445,437.6381201,1.1988782,4.67991,0.566304,873.6229278,1386.598594,11.1079,,321.599582,68.640531,TESS,3863
CANDIDATE,9.405877,1.5560322,1425.933018,1.977596,4.75875,0.475701,9.8226818,451.5202868,11.9959,,304.299053,65.871559,TESS,3869
CANDIDATE,7.0767314,2.444,630,2.4422,4.45679,1,106.205,894,10.8746,,304.266636,65.153844,TESS,5781
CANDIDATE,6.0683318,1.9825707,1742.733239,2.1199939,4.73795,0.499376,15.1794104,503.4234887,11.814,,115.593377,70.404076,TESS,3668
CANDIDATE,340.3877311,9.2318877,718.3774619,3.6888424,4.33722,1.27808,2.3021148,314.1604363,9.78288,,288.108567,54.640427,TESS,6424
CANDIDATE,60.06632,2.409,990,7.64759,4.10485,1.47,42.0912,709,9.00772,,281.576196,50.492466,TESS,5660
CANDIDATE,139.2632286,15.5650549,403.2688035,1.8388146,4.49164,0.90717,2.3286226,315.0609123,10.4431,,266.931576,55.872814,TESS,5373.01
CANDIDATE,22.048775,3.8087167,540.6928554,1.9509885,4.53282,0.794435,15.3309639,504.6753756,11.6702,,250.739892,76.449587,TESS,4836
CANDIDATE,4.11641125,7.6412469,1990.126391,2.8951165,4.61861,0.659937,0.4779984,212.0685941,11.1919,,274.512058,74.466535,TESS,4239
CANDIDATE,4.8566656,2.585881,1163.841609,3.2987328,4.63178,0.796892,179.2788125,933.2585799,11.8231,,297.416187,68.883354,TESS,5607
CANDIDATE,15.4432661,3.8493075,4652.019556,5.7063938,4.63178,0.796892,38.3407878,634.6510571,11.8231,,297.416187,68.883354,TESS,5607
CANDIDATE,4.11641125,17.0708835,8209.28754,7.6712645,4.63178,0.796892,0.245228,179.478432,11.8231,,297.416187,68.883354,TESS,5607
CANDIDATE,6.0541622,4.592,255,4.01623,4.09624,1.61,11299.9,2872,8.36872,,228.568622,51.468846,TESS,6187
FALSE POSITIVE,0.7196291,1.474746,4971.14566,12.2917419,4.3,1.69458,14474.6699,2797.511733,11.8199,,348.296702,-53.832813,TESS,6454
CANDIDATE,9.4070515,2.6715391,967.7626685,3.9938238,4.33525,1.2331001,237.6137635,1001.354025,10.2356,,339.436261,-30.608282,TESS,6223
CANDIDATE,2.9905745,2.0941681,11083.89412,13.2344892,4.4,1.10305,679.8798081,1302.350213,13.3456,,324.800775,-44.375271,TESS,5535.6
CANDIDATE,2.6820061,1.8238879,8514.966549,14.1985341,4.4,1.285,1028.09463,1444.202267,12.2294,,330.135944,-29.148589,TESS,5465
CANDIDATE,3.86866,2.3101443,8058.077161,13.9784675,4.2,1.3337801,957.9449856,1418.910138,12.2397,,8.980505,-64.722442,TESS,6373.5
CANDIDATE,20.2656358,6.4172007,802.3053384,4.03042,4.25063,1.37617,108.2477155,822.6676779,10.0596,,2.944822,-68.57012,TESS,6276.1
CONFIRMED,3.3610013,2.5685869,24081.78105,12.7400071,4.49371,0.817705,273.0272959,1036.74337,11.4779,,348.157128,-22.674125,TESS,5375
CANDIDATE,2.9432073,2.501,12560,13.6531,4.33418,1.18,328.976,1186,12.9565,,61.524005,-60.467252,TESS,5266.7
CANDIDATE,3.1856867,3.1050115,7776.682779,10.50417995,4.4,1.23,556.4403323,1238.723566,12.526,,327.617657,-46.295257,TESS,5590.5
CANDIDATE,1.8905304,1.2347831,3550.558515,10.50417995,4.3,1.23,1115.778022,1474.056738,11.449,,354.816867,-78.746529,TESS,5816
CANDIDATE,15.937546,4.5395335,4172.292483,11.9220549,4.1,1.55033,180.2682649,934.5436034,11.7493,,350.869745,-52.175942,TESS,6093.1
